trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.6, 'e': 0.99}",20,0,-103.74602768695077,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
2,False,"{'a': 0.6, 'e': 0.9801}",30,0,-120.71398353641676,"{0: 18, 1: 5, 2: 5, 3: 1, 4: 1}",0
3,False,"{'a': 0.6, 'e': 0.970299}",20,0,-80.78686686098548,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
4,False,"{'a': 0.6, 'e': 0.96059601}",20,0,-70.65482752605084,"{0: 12, 1: 5, 2: 2, 3: 0, 4: 1}",0
5,False,"{'a': 0.6, 'e': 0.9509900498999999}",25,0,-196.3301148568723,"{0: 13, 1: 0, 2: 9, 3: 0, 4: 3}",0
6,False,"{'a': 0.6, 'e': 0.941480149401}",20,0,-37.457144006673595,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
7,False,"{'a': 0.6, 'e': 0.9320653479069899}",20,0,-133.38554561007368,"{0: 9, 1: 2, 2: 7, 3: 1, 4: 1}",0
8,False,"{'a': 0.6, 'e': 0.9227446944279201}",30,0,-129.55365309021528,"{0: 23, 1: 1, 2: 3, 3: 0, 4: 3}",0
9,False,"{'a': 0.6, 'e': 0.9135172474836408}",20,8,-49.20820217938966,"{0: 8, 1: 0, 2: 2, 3: 2, 4: 0}",1
10,False,"{'a': 0.6, 'e': 0.9043820750088044}",25,0,-241.0241224314887,"{0: 10, 1: 4, 2: 5, 3: 3, 4: 3}",0
11,False,"{'a': 0.6, 'e': 0.8953382542587164}",35,0,-145.65354559129452,"{0: 23, 1: 2, 2: 7, 3: 1, 4: 2}",0
12,False,"{'a': 0.6, 'e': 0.8863848717161292}",20,0,-158.61035602021286,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 3}",0
13,False,"{'a': 0.6, 'e': 0.8775210229989678}",20,0,-222.4956009882383,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 5}",0
14,False,"{'a': 0.6, 'e': 0.8687458127689782}",20,0,-156.92580142967267,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
15,False,"{'a': 0.6, 'e': 0.8600583546412884}",20,4,-98.85063020939516,"{0: 9, 1: 0, 2: 5, 3: 1, 4: 1}",1
16,False,"{'a': 0.6, 'e': 0.8514577710948755}",25,15,12.297190363570305,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,False,"{'a': 0.6, 'e': 0.8429431933839268}",25,0,-122.1052585907203,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
18,False,"{'a': 0.6, 'e': 0.8345137614500875}",30,0,-146.61125080174943,"{0: 19, 1: 2, 2: 7, 3: 0, 4: 2}",0
19,False,"{'a': 0.6, 'e': 0.8261686238355866}",25,0,-98.37775064793857,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
20,False,"{'a': 0.6, 'e': 0.8179069375972308}",30,0,-83.26833408931834,"{0: 19, 1: 6, 2: 4, 3: 0, 4: 1}",0
21,False,"{'a': 0.6, 'e': 0.8097278682212584}",20,8,-75.27992416211924,"{0: 5, 1: 1, 2: 4, 3: 2, 4: 0}",1
22,False,"{'a': 0.6, 'e': 0.8016305895390459}",20,0,-146.41216358466465,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
23,False,"{'a': 0.6, 'e': 0.7936142836436554}",25,0,-131.6865408359897,"{0: 17, 1: 1, 2: 3, 3: 2, 4: 2}",0
24,False,"{'a': 0.6, 'e': 0.7856781408072188}",25,13,-65.70300778273707,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 1}",1
25,False,"{'a': 0.6, 'e': 0.7778213593991467}",20,0,-22.907671504171915,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
26,False,"{'a': 0.6, 'e': 0.7700431458051551}",30,0,-24.17584443866749,"{0: 25, 1: 1, 2: 3, 3: 1, 4: 0}",0
27,False,"{'a': 0.6, 'e': 0.7623427143471035}",30,0,-121.49321551091823,"{0: 21, 1: 3, 2: 3, 3: 1, 4: 2}",0
28,False,"{'a': 0.6, 'e': 0.7547192872036326}",30,6,-74.87616096483438,"{0: 15, 1: 3, 2: 4, 3: 2, 4: 0}",1
29,False,"{'a': 0.6, 'e': 0.7471720943315961}",20,0,-124.74548405362769,"{0: 10, 1: 0, 2: 8, 3: 1, 4: 1}",0
30,False,"{'a': 0.6, 'e': 0.7397003733882802}",30,0,-112.01834300149524,"{0: 19, 1: 3, 2: 6, 3: 1, 4: 1}",0
31,False,"{'a': 0.6, 'e': 0.7323033696543975}",30,20,5.333969293405373,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
32,False,"{'a': 0.6, 'e': 0.7249803359578534}",20,2,-113.98159352310188,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 3}",1
33,False,"{'a': 0.6, 'e': 0.7177305325982749}",30,0,-49.44715661335713,"{0: 21, 1: 3, 2: 6, 3: 0, 4: 0}",0
34,False,"{'a': 0.6, 'e': 0.7105532272722921}",25,0,-67.14352626421723,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
35,False,"{'a': 0.6, 'e': 0.7034476949995692}",25,15,-61.25301779271706,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 1}",1
36,False,"{'a': 0.6, 'e': 0.6964132180495735}",30,19,-48.136909000925456,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
37,False,"{'a': 0.6, 'e': 0.6894490858690777}",25,0,-79.7833103799655,"{0: 16, 1: 2, 2: 5, 3: 2, 4: 0}",0
38,False,"{'a': 0.6, 'e': 0.682554595010387}",20,4,-56.1884046776504,"{0: 10, 1: 0, 2: 5, 3: 1, 4: 0}",1
39,False,"{'a': 0.6, 'e': 0.6757290490602831}",30,0,-183.50587901144738,"{0: 17, 1: 2, 2: 7, 3: 2, 4: 2}",0
40,False,"{'a': 0.6, 'e': 0.6689717585696803}",20,0,-180.7964485287913,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 3}",0
41,False,"{'a': 0.6, 'e': 0.6622820409839835}",30,0,-232.46616353682566,"{0: 17, 1: 2, 2: 6, 3: 1, 4: 4}",0
42,False,"{'a': 0.6, 'e': 0.6556592205741436}",20,0,-125.60461740497212,"{0: 9, 1: 2, 2: 7, 3: 1, 4: 1}",0
43,False,"{'a': 0.6, 'e': 0.6491026283684022}",20,0,-96.49035326590753,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
44,False,"{'a': 0.6, 'e': 0.6426116020847181}",20,7,-90.25588178755042,"{0: 6, 1: 2, 2: 3, 3: 1, 4: 1}",1
45,False,"{'a': 0.6, 'e': 0.6361854860638709}",20,0,-56.405318924060374,"{0: 13, 1: 3, 2: 2, 3: 2, 4: 0}",0
46,False,"{'a': 0.6, 'e': 0.6298236312032323}",25,0,-163.95441079885043,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
47,False,"{'a': 0.6, 'e': 0.6235253948912}",25,0,-93.97973631041155,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 2}",0
48,False,"{'a': 0.6, 'e': 0.617290140942288}",30,3,-135.01084486836555,"{0: 18, 1: 0, 2: 6, 3: 1, 4: 2}",1
49,False,"{'a': 0.6, 'e': 0.611117239532865}",20,16,6.765426713032087,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,False,"{'a': 0.6, 'e': 0.6050060671375364}",30,0,-184.78114645306732,"{0: 18, 1: 4, 2: 3, 3: 2, 4: 3}",0
51,False,"{'a': 0.6, 'e': 0.598956006466161}",25,0,-71.25874647994603,"{0: 18, 1: 4, 2: 1, 3: 1, 4: 1}",0
52,False,"{'a': 0.6, 'e': 0.5929664464014994}",20,16,7.2259813144624,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
53,False,"{'a': 0.6, 'e': 0.5870367819374844}",20,12,11.404800369623814,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
54,False,"{'a': 0.6, 'e': 0.5811664141181095}",30,13,-96.9313246732872,"{0: 13, 1: 0, 2: 0, 3: 2, 4: 2}",1
55,False,"{'a': 0.6, 'e': 0.5753547499769285}",25,0,-38.754889980771594,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
56,False,"{'a': 0.6, 'e': 0.5696012024771592}",20,6,-7.2381551913805,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
57,False,"{'a': 0.6, 'e': 0.5639051904523875}",25,11,-20.244560266841688,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
58,False,"{'a': 0.6, 'e': 0.5582661385478637}",25,6,-89.69417866719219,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 2}",1
59,False,"{'a': 0.6, 'e': 0.5526834771623851}",25,3,-4.3903787775632335,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
60,False,"{'a': 0.6, 'e': 0.5471566423907612}",25,11,-84.02242455828168,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 2}",1
61,False,"{'a': 0.6, 'e': 0.5416850759668536}",20,0,-56.41692268401538,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
62,False,"{'a': 0.6, 'e': 0.536268225207185}",30,16,7.909875291520381,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
63,False,"{'a': 0.6, 'e': 0.5309055429551132}",20,0,-67.77036394569915,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
64,False,"{'a': 0.6, 'e': 0.525596487525562}",20,0,-77.92107544508205,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",0
65,False,"{'a': 0.6, 'e': 0.5203405226503064}",20,13,15.26381793742337,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
66,False,"{'a': 0.6, 'e': 0.5151371174238033}",20,8,-3.821819750710768,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
67,False,"{'a': 0.6, 'e': 0.5099857462495653}",25,2,15.710168807895577,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
68,False,"{'a': 0.6, 'e': 0.5048858887870696}",25,0,-89.62333890504173,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
69,False,"{'a': 0.6, 'e': 0.4998370298991989}",30,0,-111.86430004235723,"{0: 22, 1: 1, 2: 4, 3: 1, 4: 2}",0
70,False,"{'a': 0.6, 'e': 0.49483865960020695}",30,0,-72.1491325520841,"{0: 22, 1: 0, 2: 7, 3: 0, 4: 1}",0
71,False,"{'a': 0.6, 'e': 0.4898902730042049}",20,11,2.8312721616451104,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
72,False,"{'a': 0.6, 'e': 0.48499137027416284}",25,0,-100.76902001912023,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
73,False,"{'a': 0.6, 'e': 0.4801414565714212}",25,5,-32.13966335343125,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
74,False,"{'a': 0.6, 'e': 0.47534004200570695}",25,4,-45.400680852227254,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 1}",1
75,False,"{'a': 0.6, 'e': 0.4705866415856499}",30,0,-75.11034689652604,"{0: 22, 1: 1, 2: 4, 3: 3, 4: 0}",0
76,False,"{'a': 0.6, 'e': 0.46588077516979337}",35,21,-55.14990914379717,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 1}",1
77,False,"{'a': 0.6, 'e': 0.46122196741809546}",20,0,-4.56300210163635,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
78,False,"{'a': 0.6, 'e': 0.4566097477439145}",25,0,-32.871795273005674,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
79,False,"{'a': 0.6, 'e': 0.45204365026647536}",20,13,12.479261892238991,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
80,False,"{'a': 0.6, 'e': 0.4475232137638106}",20,4,3.2888260964312153,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
81,False,"{'a': 0.6, 'e': 0.4430479816261725}",20,0,-27.613595213647255,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",1
82,False,"{'a': 0.6, 'e': 0.43861750180991077}",20,0,-45.73507355367185,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
83,False,"{'a': 0.6, 'e': 0.43423132679181164}",25,0,-54.73857110294053,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
84,False,"{'a': 0.6, 'e': 0.4298890135238935}",35,9,-39.650405760996236,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 1}",1
85,False,"{'a': 0.6, 'e': 0.4255901233886546}",25,0,-45.363266381038095,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
86,False,"{'a': 0.6, 'e': 0.421334222154768}",20,3,10.845544018916074,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
87,False,"{'a': 0.6, 'e': 0.41712087993322033}",25,19,-11.849858620385264,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
88,False,"{'a': 0.6, 'e': 0.41294967113388814}",35,26,-7.547129857667869,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
89,False,"{'a': 0.6, 'e': 0.40882017442254925}",20,0,-65.43178962968909,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
90,False,"{'a': 0.6, 'e': 0.4047319726783238}",20,0,-53.67303760714188,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
91,False,"{'a': 0.6, 'e': 0.40068465295154054}",25,10,0.7868565450362115,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
92,False,"{'a': 0.6, 'e': 0.3966778064220251}",20,0,-111.25120372523352,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 3}",0
93,False,"{'a': 0.6, 'e': 0.39271102835780486}",20,0,-5.445046488240375,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
94,False,"{'a': 0.6, 'e': 0.3887839180742268}",20,3,-62.5462001186713,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 1}",1
95,False,"{'a': 0.6, 'e': 0.38489607889348454}",35,5,-47.91152782933723,"{0: 27, 1: 1, 2: 0, 3: 0, 4: 2}",1
96,False,"{'a': 0.6, 'e': 0.38104711810454966}",20,0,-21.272141218359288,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
97,False,"{'a': 0.6, 'e': 0.37723664692350417}",25,14,-5.484083554095722,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
98,False,"{'a': 0.6, 'e': 0.37346428045426916}",25,0,-81.3018877498413,"{0: 20, 1: 2, 2: 0, 3: 1, 4: 2}",0
99,False,"{'a': 0.6, 'e': 0.36972963764972644}",20,0,-54.75428076709748,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
100,False,"{'a': 0.6, 'e': 0.3660323412732292}",25,0,-49.49364946359799,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
101,False,"{'a': 0.6, 'e': 0.3623720178604969}",20,11,-26.24756017046138,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
102,False,"{'a': 0.6, 'e': 0.3587482976818919}",30,20,-1.6514369103639606,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
103,False,"{'a': 0.6, 'e': 0.355160814705073}",35,9,-35.54042587102676,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 1}",1
104,False,"{'a': 0.6, 'e': 0.35160920655802225}",20,2,27.27144028803601,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
105,False,"{'a': 0.6, 'e': 0.348093114492442}",25,5,-49.62295785252284,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",1
106,False,"{'a': 0.6, 'e': 0.3446121833475176}",25,0,-24.892630928689776,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
107,False,"{'a': 0.6, 'e': 0.34116606151404244}",25,0,-33.48160887152341,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
108,False,"{'a': 0.6, 'e': 0.337754400898902}",20,0,-131.60922219870648,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
109,False,"{'a': 0.6, 'e': 0.334376856889913}",20,0,-23.699946159328917,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
110,False,"{'a': 0.6, 'e': 0.33103308832101386}",25,3,-20.963410245108406,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
111,False,"{'a': 0.6, 'e': 0.3277227574378037}",20,0,-28.022196191047797,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
112,False,"{'a': 0.6, 'e': 0.3244455298634257}",20,0,-80.51967279597548,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",1
113,False,"{'a': 0.6, 'e': 0.3212010745647914}",20,0,-4.167140090528852,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
114,False,"{'a': 0.6, 'e': 0.3179890638191435}",20,8,14.388346797151668,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
115,False,"{'a': 0.6, 'e': 0.31480917318095203}",30,0,-136.033430410714,"{0: 23, 1: 0, 2: 3, 3: 1, 4: 3}",0
116,False,"{'a': 0.6, 'e': 0.3116610814491425}",25,0,-42.102663029480624,"{0: 20, 1: 1, 2: 2, 3: 2, 4: 0}",0
117,False,"{'a': 0.6, 'e': 0.30854447063465107}",25,0,-125.73216943193293,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 3}",0
118,False,"{'a': 0.6, 'e': 0.3054590259283046}",20,9,-30.773775952647533,"{0: 7, 1: 1, 2: 2, 3: 1, 4: 0}",1
119,False,"{'a': 0.6, 'e': 0.30240443566902153}",25,17,13.766142892424694,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
120,False,"{'a': 0.6, 'e': 0.2993803913123313}",25,3,3.812594305655951,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
121,False,"{'a': 0.6, 'e': 0.296386587399208}",25,0,-35.621122251949785,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
122,False,"{'a': 0.6, 'e': 0.2934227215252159}",25,0,-50.84735824230345,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
123,False,"{'a': 0.6, 'e': 0.29048849430996376}",20,0,-46.13643806349148,"{0: 15, 1: 3, 2: 0, 3: 1, 4: 1}",0
124,False,"{'a': 0.6, 'e': 0.2875836093668641}",20,12,3.791139426467443,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
125,False,"{'a': 0.6, 'e': 0.28470777327319546}",35,17,-0.19297812594322217,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 0}",1
126,False,"{'a': 0.6, 'e': 0.2818606955404635}",25,11,-36.22784358270843,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
127,False,"{'a': 0.6, 'e': 0.27904208858505886}",30,4,23.20677496181993,"{0: 25, 1: 0, 2: 0, 3: 1, 4: 0}",1
128,False,"{'a': 0.6, 'e': 0.2762516676992083}",20,3,-74.47789974450106,"{0: 11, 1: 2, 2: 2, 3: 1, 4: 1}",1
129,False,"{'a': 0.6, 'e': 0.2734891510222162}",20,10,8.20195665323349,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
130,False,"{'a': 0.6, 'e': 0.27075425951199406}",25,13,-2.20190074119661,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
131,False,"{'a': 0.6, 'e': 0.2680467169168741}",20,0,-66.2942861955898,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
132,False,"{'a': 0.6, 'e': 0.26536624974770534}",25,0,-20.69343627754108,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
133,False,"{'a': 0.6, 'e': 0.2627125872502283}",25,0,-88.94342484911773,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
134,False,"{'a': 0.6, 'e': 0.26008546137772603}",20,0,29.387886307981812,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
135,False,"{'a': 0.6, 'e': 0.25748460676394874}",20,10,2.142538766680456,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
136,False,"{'a': 0.6, 'e': 0.2549097606963093}",25,0,-112.63404048672994,"{0: 19, 1: 1, 2: 1, 3: 2, 4: 2}",0
137,False,"{'a': 0.6, 'e': 0.2523606630893462}",25,16,-13.701354165255218,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 0}",1
138,False,"{'a': 0.6, 'e': 0.2498370564584527}",25,3,-8.551018617024301,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 0}",1
139,False,"{'a': 0.6, 'e': 0.24733868589386818}",25,16,18.050366799904694,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.6, 'e': 0.24486529903492948}",25,14,16.39010854484836,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.6, 'e': 0.2424166460445802}",20,9,-24.743626106681557,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
142,False,"{'a': 0.6, 'e': 0.2399924795841344}",25,10,-13.546325816656964,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
143,False,"{'a': 0.6, 'e': 0.23759255478829303}",20,0,25.771609766249657,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
144,False,"{'a': 0.6, 'e': 0.23521662924041012}",30,18,12.034486353681517,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
145,False,"{'a': 0.6, 'e': 0.232864462948006}",25,11,-40.79908031497451,"{0: 10, 1: 0, 2: 2, 3: 2, 4: 0}",1
146,False,"{'a': 0.6, 'e': 0.23053581831852593}",20,4,9.195126365581421,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
147,False,"{'a': 0.6, 'e': 0.22823046013534068}",20,12,14.83968146185688,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.6, 'e': 0.22594815553398728}",25,0,-28.76165931721155,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
149,False,"{'a': 0.6, 'e': 0.2236886739786474}",25,10,-34.442852655362984,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
150,False,"{'a': 0.6, 'e': 0.22145178723886091}",25,19,-33.38422561511725,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
151,False,"{'a': 0.6, 'e': 0.2192372693664723}",20,10,6.0764559785412455,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
152,False,"{'a': 0.6, 'e': 0.21704489667280757}",20,1,0.42638939796803355,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
153,False,"{'a': 0.6, 'e': 0.2148744477060795}",20,8,-42.47139840992106,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
154,False,"{'a': 0.6, 'e': 0.2127257032290187}",20,15,10.289662005211596,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.6, 'e': 0.21059844619672852}",20,2,4.768125295714097,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
156,False,"{'a': 0.6, 'e': 0.20849246173476124}",35,5,-22.3757401564374,"{0: 27, 1: 0, 2: 1, 3: 1, 4: 1}",1
157,False,"{'a': 0.6, 'e': 0.2064075371174136}",25,0,1.7671495151932852,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
158,False,"{'a': 0.6, 'e': 0.2043434617462395}",25,5,7.9359205133646045,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
159,False,"{'a': 0.6, 'e': 0.2023000271287771}",25,1,-56.68676493039264,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 1}",1
160,False,"{'a': 0.6, 'e': 0.2002770268574893}",20,0,-4.435199278983259,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
161,False,"{'a': 0.6, 'e': 0.19827425658891443}",30,10,2.9951151728102916,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
162,False,"{'a': 0.6, 'e': 0.19629151402302528}",20,4,-27.707560870137517,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
163,False,"{'a': 0.6, 'e': 0.19432859888279502}",20,11,2.0253052311338635,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
164,False,"{'a': 0.6, 'e': 0.19238531289396707}",30,0,-14.112693160421633,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 1}",0
165,False,"{'a': 0.6, 'e': 0.1904614597650274}",25,0,-18.556247793936198,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
166,False,"{'a': 0.6, 'e': 0.1885568451673771}",30,0,-11.535508667233994,"{0: 27, 1: 0, 2: 1, 3: 2, 4: 0}",0
167,False,"{'a': 0.6, 'e': 0.18667127671570335}",30,14,-90.1235351186695,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 2}",1
168,False,"{'a': 0.6, 'e': 0.1848045639485463}",25,18,-11.104403299672004,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
169,False,"{'a': 0.6, 'e': 0.18295651830906084}",30,6,39.879177669245706,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.6, 'e': 0.18112695312597024}",25,9,1.8186293775472808,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
171,False,"{'a': 0.6, 'e': 0.17931568359471053}",20,15,0.6825224232246465,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.6, 'e': 0.17752252675876343}",25,7,20.348275073756806,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
173,False,"{'a': 0.6, 'e': 0.1757473014911758}",20,5,-50.378003852817734,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 1}",1
174,False,"{'a': 0.6, 'e': 0.173989828476264}",20,9,18.522089009938227,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.6, 'e': 0.1722499301915014}",20,9,19.057705350409243,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.6, 'e': 0.17052743088958636}",20,0,-9.9710563797795,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
177,False,"{'a': 0.6, 'e': 0.1688221565806905}",20,0,-51.56380770372509,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
178,False,"{'a': 0.6, 'e': 0.1671339350148836}",20,16,7.554221780756917,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.6, 'e': 0.16546259566473476}",25,3,32.54977758845243,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.6, 'e': 0.16380796970808742}",20,15,12.529433124714332,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.6, 'e': 0.16216989001100654}",20,2,-14.816448509522454,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
182,False,"{'a': 0.6, 'e': 0.16054819111089647}",20,6,22.152466281483072,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.6, 'e': 0.1589427091997875}",30,17,16.411251854187825,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.6, 'e': 0.15735328210778962}",30,13,-54.30383441237586,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
